h,s,v,emotion,is_error
0.571,0.25,0.334,Sadness,False
0.697,0.552,0.603,Surprise,False
0.041,0.891,0.373,Happiness,True
0.096,0.783,0.586,Surprise,False
0.36,0.19,0.796,Surprise,False
0.548,0.166,0.556,Surprise,False
0.442,0.138,0.37,Surprise,False
0.474,0.956,0.531,Happiness,True
0.246,0.263,0.791,Surprise,False
0.834,0.168,0.389,Surprise,False
0.444,0.379,0.926,Surprise,False
0.969,0.711,0.222,Surprise,False
0.753,0.326,0.483,Surprise,False
0.27,0.984,0.289,Surprise,False
0.581,0.528,0.437,Happiness,True
0.293,0.589,0.628,Disgust,False
0.299,0.194,0.915,Surprise,False
0.326,0.599,0.426,Disgust,False
0.48,0.464,0.062,Sadness,True
0.415,0.099,0.232,Surprise,False
0.087,0.271,0.698,Surprise,False
0.028,0.668,0.376,Surprise,False
0.363,0.408,0.275,Fear,True
0.94,0.614,0.691,Surprise,False
0.706,0.6,0.635,Fear,True
0.175,0.067,0.159,Fear,False
0.584,0.519,0.942,Surprise,False
0.628,0.622,0.427,Surprise,False
0.192,0.577,0.116,Fear,False
0.707,0.244,0.272,Sadness,False
0.549,0.143,0.408,Surprise,False
0.428,0.423,0.312,Surprise,False
0.681,0.604,0.869,Surprise,False
0.915,0.787,0.776,Surprise,False
0.429,0.503,0.394,Surprise,False
0.695,0.255,0.497,Disgust,True
0.973,0.115,0.467,Surprise,False
0.751,0.824,0.949,Surprise,False
0.226,0.29,0.924,Surprise,False
0.599,0.505,0.373,Surprise,False
0.338,0.139,0.438,Happiness,True
0.653,0.411,0.415,Sadness,False
0.289,0.192,0.294,Surprise,False
0.233,0.065,0.697,Surprise,False
0.21,0.723,0.176,Fear,False
0.435,0.758,0.358,Surprise,False
0.502,0.277,0.139,Fear,False
0.811,0.363,0.481,Surprise,False
0.663,0.878,0.646,Surprise,False
0.787,0.356,0.767,Surprise,False
0.481,0.881,0.986,Surprise,False
0.776,0.685,0.997,Happiness,True
0.219,0.165,0.951,Surprise,False
0.047,0.786,0.156,Fear,False
0.689,0.633,0.581,Fear,True
0.559,0.814,0.996,Surprise,False
0.723,0.953,0.112,Fear,False
0.76,0.701,0.236,Surprise,False
0.651,0.896,0.187,Fear,False
0.024,0.184,0.331,Surprise,False
0.641,0.169,0.55,Sadness,False
0.447,0.109,0.76,Surprise,False
0.42,0.968,0.028,Fear,False
0.416,0.604,0.135,Fear,False
0.634,0.522,0.126,Fear,False
0.206,0.697,0.168,Fear,False
0.464,0.174,0.42,Surprise,False
0.289,0.542,0.27,Surprise,False
0.778,0.908,0.711,Surprise,False
0.193,0.973,0.352,Surprise,False
0.275,0.659,0.726,Surprise,False
0.682,0.384,0.741,Surprise,False
0.815,0.566,0.265,Surprise,False
0.796,0.189,0.727,Surprise,False
0.544,0.671,0.975,Surprise,False
0.876,0.765,0.735,Surprise,False
0.909,0.176,0.273,Surprise,False
0.228,0.029,0.39,Surprise,False
0.708,0.76,0.713,Surprise,False
0.866,0.618,0.026,Fear,False
0.352,0.195,0.282,Happiness,True
0.383,0.168,0.679,Fear,True
0.983,0.59,0.817,Surprise,False
0.227,0.647,0.77,Surprise,False
0.345,0.477,0.941,Surprise,False
0.617,0.303,0.976,Surprise,False
0.37,0.809,0.655,Happiness,True
0.679,0.826,0.698,Surprise,False
0.38,0.521,0.012,Fear,False
0.386,0.799,0.889,Surprise,False
0.483,0.244,0.619,Surprise,False
0.33,0.973,0.364,Surprise,False
0.961,0.11,0.896,Surprise,False
0.005,0.987,0.432,Surprise,False
0.29,0.29,0.789,Surprise,False
0.638,0.78,0.175,Fear,False
0.342,0.218,0.393,Surprise,False
0.595,0.885,0.687,Surprise,False
0.994,0.088,0.725,Happiness,True
0.667,0.416,0.181,Fear,False
0.121,0.162,0.257,Surprise,False
0.056,0.773,0.932,Surprise,False
0.699,0.956,0.953,Surprise,False
0.058,0.036,0.625,Surprise,False
0.034,0.291,0.934,Surprise,False
0.651,0.606,0.289,Surprise,False
0.908,0.459,0.518,Surprise,False
0.806,0.121,0.858,Surprise,False
0.257,0.071,0.297,Fear,True
0.326,0.302,0.434,Disgust,False
0.489,0.64,0.411,Surprise,False
0.475,0.261,0.196,Fear,False
0.014,0.84,0.411,Surprise,False
0.456,0.137,0.153,Disgust,True
0.649,0.824,0.154,Fear,False
0.192,0.27,0.803,Surprise,False
0.047,0.18,0.541,Surprise,False
0.244,0.213,0.646,Surprise,False
0.157,0.614,0.133,Disgust,True
0.213,0.806,0.034,Fear,False
0.284,0.103,0.968,Surprise,False
0.749,0.598,0.143,Fear,False
0.951,0.205,0.859,Happiness,True
0.697,0.33,0.02,Fear,False
0.708,0.316,0.849,Surprise,False
0.823,0.821,0.142,Fear,False
0.315,0.028,0.656,Surprise,False
0.598,0.081,0.259,Sadness,False
0.102,0.495,0.347,Surprise,False
0.228,0.136,0.016,Fear,False
0.813,0.413,0.913,Surprise,False
0.955,0.451,0.393,Surprise,False
0.847,0.919,0.787,Surprise,False
0.424,0.285,0.061,Fear,False
0.986,0.455,0.382,Surprise,False
0.421,0.3,0.136,Fear,False
0.424,0.861,0.718,Surprise,False
0.246,0.624,0.392,Disgust,False
0.157,0.251,0.881,Fear,True
0.178,0.612,0.441,Surprise,False
0.69,0.382,0.151,Fear,False
0.049,0.157,0.874,Surprise,False
0.505,0.635,0.65,Surprise,False
0.644,0.866,0.292,Surprise,False
0.587,0.77,0.598,Surprise,False
0.124,0.189,0.991,Surprise,False
0.991,0.545,0.234,Surprise,False
0.241,0.578,0.276,Surprise,False
0.111,0.535,0.382,Surprise,False
0.725,0.62,0.002,Fear,False
1.0,0.176,0.645,Surprise,False
0.454,0.349,0.74,Surprise,False
0.448,0.237,0.956,Surprise,False
0.743,0.052,0.69,Fear,True
0.945,0.003,0.279,Surprise,False
0.681,0.595,0.739,Surprise,False
0.237,0.144,0.092,Fear,False
0.45,0.132,0.107,Fear,False
0.301,0.803,0.904,Fear,True
0.847,0.649,0.68,Surprise,False
0.45,0.552,0.435,Surprise,False
0.857,0.232,0.545,Surprise,False
0.107,0.238,0.075,Fear,False
0.676,0.086,0.624,Surprise,False
0.496,0.979,0.411,Happiness,True
0.037,0.703,0.516,Surprise,False
0.769,0.302,0.612,Happiness,True
0.47,0.772,0.26,Surprise,False
0.868,0.892,0.406,Surprise,False
0.845,0.986,0.045,Fear,False
0.697,0.763,0.621,Surprise,False
0.697,0.902,0.623,Surprise,False
0.764,0.686,0.894,Surprise,False
0.891,0.65,0.454,Surprise,False
0.074,0.665,0.451,Surprise,False
0.942,0.834,0.861,Fear,True
0.691,0.883,0.756,Surprise,False
0.266,0.761,0.636,Surprise,False
0.476,0.905,0.391,Fear,True
0.464,0.206,0.47,Surprise,False
0.1,0.138,0.194,Fear,False
0.681,0.261,0.405,Sadness,False
0.439,0.788,0.778,Surprise,False
0.485,0.066,0.247,Surprise,False
0.733,0.427,0.184,Fear,False
0.412,0.108,0.769,Surprise,False
0.24,0.877,0.936,Fear,True
0.166,0.027,0.994,Surprise,False
0.293,0.969,0.803,Surprise,False
0.076,0.646,0.849,Surprise,False
0.043,0.488,0.694,Surprise,False
0.333,0.155,0.167,Fear,False
0.192,0.685,0.775,Surprise,False
0.15,0.323,0.831,Surprise,False
0.85,0.826,0.599,Surprise,False
0.629,0.22,0.585,Disgust,True
0.144,0.824,0.313,Surprise,False
0.501,0.383,0.722,Surprise,False
0.164,0.505,0.547,Surprise,False
0.245,0.179,0.855,Surprise,False
0.232,0.344,0.657,Disgust,False
0.045,0.814,0.808,Anger,False
0.414,0.942,0.886,Surprise,False
0.656,0.957,0.552,Surprise,False
0.722,0.476,0.987,Surprise,False
0.105,0.513,0.531,Surprise,False
0.467,0.552,0.679,Surprise,False
0.088,0.215,0.746,Surprise,False
0.379,0.425,0.63,Disgust,False
0.646,0.952,0.524,Surprise,False
0.234,0.044,0.212,Surprise,False
0.802,0.542,0.327,Surprise,False
0.812,0.689,0.827,Surprise,False
0.217,0.882,0.409,Surprise,False
0.93,0.503,0.767,Fear,True
0.636,0.659,0.709,Surprise,False
0.51,0.939,0.409,Surprise,False
0.332,0.841,0.232,Surprise,False
0.947,0.102,0.255,Surprise,False
0.649,0.556,0.042,Fear,False
0.574,0.918,0.968,Surprise,False
0.699,0.131,0.02,Fear,False
0.09,0.263,0.697,Surprise,False
0.205,0.485,0.297,Surprise,False
0.697,0.913,0.851,Surprise,False
0.427,0.383,0.524,Happiness,True
0.888,0.702,0.992,Happiness,True
0.016,0.009,0.782,Surprise,False
0.258,0.525,0.072,Fear,False
0.698,0.954,0.275,Happiness,True
0.835,0.517,0.136,Fear,False
0.231,0.096,0.71,Surprise,False
0.464,0.709,0.893,Surprise,False
0.399,0.53,0.095,Fear,False
0.385,0.913,0.299,Surprise,False
0.565,0.998,0.823,Surprise,False
0.741,0.317,0.515,Surprise,False
0.467,0.822,0.99,Surprise,False
0.503,0.024,0.233,Surprise,False
0.313,0.846,0.608,Surprise,False
0.54,0.201,0.3,Surprise,False
0.343,0.429,0.748,Surprise,False
0.922,0.264,0.312,Surprise,False
0.352,0.782,0.607,Surprise,False
0.973,0.343,0.479,Surprise,False
0.168,0.754,0.88,Anger,True
0.194,0.626,0.093,Fear,False
0.672,0.629,0.661,Happiness,True
0.817,0.095,0.642,Surprise,False
0.908,0.346,0.115,Fear,False
0.256,0.369,0.625,Disgust,False
0.319,0.435,0.679,Disgust,False
0.362,0.268,0.761,Surprise,False
0.117,0.246,0.225,Surprise,False
0.326,0.48,1.0,Surprise,False
0.523,0.411,0.867,Surprise,False
0.497,0.108,0.419,Surprise,False
0.98,0.172,0.292,Surprise,False
0.257,0.707,0.722,Surprise,False
0.46,0.637,0.368,Fear,True
0.228,0.219,0.801,Surprise,False
0.972,0.863,0.311,Surprise,False
0.058,0.252,0.109,Fear,False
0.505,0.605,0.848,Surprise,False
0.494,0.764,0.878,Surprise,False
0.755,0.441,0.724,Surprise,False
0.056,0.202,0.313,Happiness,True
0.954,0.704,0.503,Surprise,False
0.084,0.906,0.167,Fear,False
0.915,0.914,0.877,Surprise,False
0.579,0.384,0.937,Surprise,False
0.01,0.263,0.828,Surprise,False
0.943,0.117,0.728,Surprise,False
0.905,0.802,0.864,Surprise,False
0.979,0.889,0.038,Fear,False
0.364,0.068,0.419,Surprise,False
0.661,0.33,0.468,Sadness,False
0.264,0.434,0.802,Surprise,False
0.506,0.851,0.719,Surprise,False
0.894,0.172,0.034,Fear,False
0.475,0.186,0.029,Fear,False
0.623,0.704,0.732,Surprise,False
0.318,0.606,0.129,Fear,False
0.603,0.506,0.057,Fear,False
0.093,0.377,0.821,Surprise,False
0.004,0.07,0.815,Surprise,False
0.245,0.848,0.997,Surprise,False
0.238,0.265,0.19,Fear,False
0.971,0.016,0.605,Surprise,False
0.06,0.255,0.04,Fear,False
0.338,0.782,0.465,Surprise,False
0.179,0.855,0.256,Happiness,True
0.47,0.287,0.152,Fear,False
0.716,0.621,0.614,Surprise,False
0.337,0.976,0.246,Surprise,False
0.356,0.443,0.692,Disgust,False
0.277,0.211,0.058,Fear,False
0.878,0.272,0.406,Surprise,False
0.344,0.499,0.422,Disgust,False
0.996,0.138,0.991,Surprise,False
0.488,0.488,0.772,Surprise,False
0.964,0.975,0.937,Anger,False
0.14,0.096,0.732,Surprise,False
0.937,0.095,0.971,Surprise,False
0.254,0.239,0.621,Fear,True
0.676,0.552,0.052,Fear,False
0.418,0.487,0.071,Fear,False
0.338,0.168,0.385,Surprise,False
0.54,0.228,0.553,Surprise,False
0.646,0.797,0.879,Surprise,False
0.75,0.092,0.699,Fear,True
0.512,0.314,0.595,Surprise,False
0.372,0.237,0.172,Sadness,True
0.342,0.58,0.286,Surprise,False
0.574,0.842,0.177,Fear,False
0.92,0.496,0.06,Fear,False
0.687,0.525,0.895,Surprise,False
0.482,0.738,0.003,Fear,False
0.877,0.182,0.84,Surprise,False
0.185,0.35,0.522,Surprise,False
0.311,0.435,0.063,Fear,False
0.892,0.813,0.052,Fear,False
0.824,0.433,0.07,Fear,False
0.202,0.37,0.207,Surprise,False
0.194,0.081,0.977,Surprise,False
0.294,0.57,0.316,Disgust,False
0.176,0.663,0.664,Happiness,True
0.273,0.439,0.326,Disgust,False
0.954,0.612,0.351,Surprise,False
0.621,0.087,0.621,Surprise,False
0.315,0.956,0.506,Surprise,False
0.487,0.279,0.814,Surprise,False
0.685,0.174,0.644,Surprise,False
0.63,0.239,0.07,Fear,False
0.071,0.142,0.878,Surprise,False
0.513,0.79,0.0,Fear,False
0.27,0.221,0.815,Surprise,False
0.302,0.665,0.599,Disgust,False
0.54,0.648,0.893,Surprise,False
0.202,0.208,0.815,Surprise,False
0.823,0.177,0.964,Surprise,False
0.256,0.012,0.689,Surprise,False
0.486,0.914,0.059,Fear,False
0.753,0.014,0.343,Surprise,False
0.733,0.08,0.723,Surprise,False
0.341,0.496,0.129,Fear,False
0.246,0.007,0.987,Surprise,False
0.015,0.945,0.651,Anger,False
0.288,0.113,0.601,Surprise,False
0.505,0.469,0.936,Surprise,False
0.664,0.802,0.599,Surprise,False
0.158,0.733,0.753,Happiness,False
0.623,0.451,0.17,Fear,False
0.523,0.103,0.611,Surprise,False
0.01,0.259,0.236,Surprise,False
0.687,0.263,0.089,Fear,False
0.5,0.738,0.032,Fear,False
0.683,0.508,0.217,Surprise,False
0.784,0.213,0.413,Surprise,False
0.752,0.077,0.475,Fear,True
0.228,0.026,0.209,Surprise,False
0.184,0.674,0.542,Surprise,False
0.081,0.35,0.437,Surprise,False
0.376,0.477,0.702,Surprise,False
0.981,0.901,0.438,Surprise,False
0.089,0.532,0.746,Surprise,False
0.766,0.975,0.57,Surprise,False
0.745,0.386,0.071,Fear,False
0.587,0.914,0.523,Fear,True
0.732,0.489,0.094,Fear,False
0.948,0.211,0.975,Surprise,False
0.219,0.588,0.211,Surprise,False
0.267,0.884,0.297,Surprise,False
0.338,0.337,0.802,Surprise,False
0.587,0.847,0.401,Surprise,False
0.351,0.044,0.965,Surprise,False
0.61,0.925,0.166,Disgust,True
0.865,0.272,0.381,Surprise,False
0.771,0.679,0.529,Surprise,False
0.186,0.601,0.339,Surprise,False
0.039,0.818,0.607,Anger,False
0.422,0.932,0.34,Surprise,False
0.021,0.202,0.517,Surprise,False
0.246,0.068,0.878,Surprise,False
0.146,0.485,0.447,Surprise,False
0.589,0.152,0.205,Sadness,False
0.743,0.844,0.595,Surprise,False
0.685,0.761,0.354,Surprise,False
0.672,0.225,0.564,Sadness,False
0.184,0.893,0.422,Surprise,False
0.165,0.185,0.245,Surprise,False
0.768,0.337,0.057,Fear,False
0.019,0.38,0.84,Surprise,False
0.153,0.278,0.84,Surprise,False
0.512,0.806,0.367,Surprise,False
0.121,0.07,0.949,Surprise,False
0.139,0.386,0.872,Surprise,False
0.565,0.647,0.844,Surprise,False
0.008,0.077,0.086,Fear,False
0.135,0.087,0.697,Surprise,False
0.247,0.424,0.842,Surprise,False
0.174,0.983,0.925,Surprise,True
0.096,0.095,0.125,Fear,False
0.249,0.016,0.897,Surprise,False
0.918,0.487,0.248,Surprise,False
0.739,0.584,0.55,Surprise,False
0.706,0.62,0.334,Surprise,False
0.681,0.118,0.452,Disgust,True
0.144,0.994,0.378,Surprise,False
0.968,0.717,0.522,Surprise,False
0.477,0.592,0.247,Surprise,False
0.569,0.127,0.797,Surprise,False
0.675,0.25,0.037,Fear,False
0.018,0.248,0.619,Surprise,False
0.487,0.582,0.134,Fear,False
0.472,0.857,0.936,Happiness,True
0.69,0.752,0.516,Surprise,False
0.311,0.972,0.66,Surprise,False
0.609,0.761,0.023,Fear,False
0.103,0.758,0.845,Happiness,False
0.306,0.147,0.653,Surprise,False
0.867,0.924,0.28,Surprise,False
0.833,0.501,0.085,Fear,False
0.552,0.191,0.699,Surprise,False
0.227,0.47,0.332,Disgust,False
0.145,1.0,0.41,Surprise,False
0.612,0.652,0.719,Surprise,False
0.926,0.321,0.615,Surprise,False
0.942,0.333,0.199,Fear,False
0.947,0.85,0.508,Surprise,False
0.81,0.631,0.694,Surprise,False
0.577,0.304,0.895,Surprise,False
0.759,0.014,0.303,Surprise,False
0.995,0.572,0.815,Surprise,False
0.393,0.075,0.516,Surprise,False
0.632,0.4,0.791,Surprise,False
0.681,0.028,0.621,Surprise,False
0.777,0.214,0.408,Surprise,False
0.552,0.153,0.496,Surprise,False
0.426,0.064,0.782,Surprise,False
0.626,0.011,0.451,Sadness,False
0.252,0.293,0.487,Surprise,False
0.5,0.431,0.403,Surprise,False
0.752,0.643,1.0,Surprise,False
0.112,0.119,0.913,Surprise,False
0.98,0.059,0.11,Fear,False
0.536,0.611,0.939,Surprise,False
0.016,0.361,0.576,Surprise,False
0.318,0.002,0.117,Fear,False
0.712,0.956,0.531,Surprise,False
0.9,0.905,0.989,Surprise,False
0.87,0.832,0.677,Surprise,False
0.734,0.668,0.344,Surprise,False
0.987,0.247,0.986,Surprise,False
0.113,0.183,0.582,Surprise,False
0.186,0.632,0.602,Surprise,False
0.967,0.363,0.695,Surprise,False
0.756,0.815,0.197,Fear,False
0.821,0.293,0.868,Surprise,False
0.105,0.402,0.33,Surprise,False
0.844,0.216,0.007,Fear,False
0.843,0.872,0.58,Surprise,False
0.314,0.516,0.047,Fear,False
0.333,0.979,0.838,Surprise,False
0.86,0.659,0.589,Surprise,False
0.654,0.712,0.978,Surprise,False
0.901,0.716,0.571,Surprise,False
0.393,0.862,0.102,Fear,False
0.408,0.022,0.607,Surprise,False
0.068,0.914,0.248,Surprise,False
0.378,0.766,0.479,Surprise,False
0.45,0.783,0.695,Surprise,False
0.233,0.181,0.405,Surprise,False
0.421,0.546,0.854,Surprise,False
0.188,0.203,0.158,Fear,False
0.061,0.518,0.006,Fear,False
0.588,0.712,0.277,Surprise,False
0.666,0.545,0.684,Surprise,False
0.834,0.71,0.935,Surprise,False
0.174,0.919,0.948,Happiness,False
0.806,0.476,0.879,Surprise,False
0.395,0.142,0.449,Surprise,False
0.543,0.324,0.397,Surprise,False
0.924,0.173,0.333,Surprise,False
0.619,0.677,0.13,Fear,False
0.613,0.192,0.983,Fear,True
0.827,0.154,0.51,Surprise,False
0.184,0.874,0.467,Surprise,False
0.313,0.815,0.742,Surprise,False
0.579,0.332,0.187,Fear,False
0.713,0.741,0.063,Fear,False
0.495,0.928,0.75,Surprise,False
0.349,0.188,0.432,Surprise,False
0.007,0.971,0.519,Surprise,False
0.878,0.685,0.035,Fear,False
0.063,0.093,0.638,Surprise,False
0.255,0.602,0.469,Disgust,False
0.9,0.202,0.67,Surprise,False
0.941,0.706,0.821,Surprise,False
0.887,0.593,0.194,Fear,False
0.814,0.392,0.491,Surprise,False
0.902,0.33,0.756,Surprise,False
0.625,0.22,0.565,Sadness,False
0.222,0.795,0.871,Happiness,True
0.194,0.996,0.22,Surprise,False
0.294,0.661,0.547,Disgust,False
0.704,0.421,0.102,Fear,False
0.017,0.033,0.082,Fear,False
0.984,0.179,0.59,Surprise,False
0.964,0.936,0.513,Surprise,False
0.625,0.536,0.863,Surprise,False
0.799,0.596,0.045,Fear,False
0.703,0.812,0.638,Surprise,False
0.597,0.931,0.63,Surprise,False
0.088,0.093,0.545,Surprise,False
0.967,0.949,0.976,Anger,False
0.04,0.449,0.062,Fear,False
0.039,0.936,0.382,Fear,True
0.718,0.456,0.79,Surprise,False
0.826,0.694,0.735,Surprise,False
0.806,0.62,0.495,Surprise,False
0.715,0.912,0.321,Surprise,False
0.106,0.782,0.203,Surprise,False
0.231,0.222,0.709,Surprise,False
0.183,0.879,0.206,Fear,True
0.089,0.629,0.998,Happiness,True
0.664,0.607,0.944,Surprise,False
0.525,0.141,0.737,Surprise,False
0.287,0.494,0.332,Disgust,False
0.109,0.873,0.682,Happiness,True
0.135,0.4,0.053,Fear,False
0.617,0.244,0.21,Sadness,False
0.032,0.142,0.413,Surprise,False
0.684,0.041,0.473,Sadness,False
0.417,0.837,0.78,Surprise,False
0.322,0.85,0.29,Surprise,False
0.15,0.82,0.915,Happiness,False
0.932,0.114,0.19,Fear,False
0.213,0.128,0.3,Surprise,False
0.114,0.659,0.75,Surprise,False
0.974,0.011,0.703,Surprise,False
0.807,0.966,0.358,Surprise,False
0.817,0.494,0.828,Surprise,False
0.846,0.465,0.889,Surprise,False
0.376,0.931,0.697,Surprise,False
0.618,0.185,0.9,Surprise,False
0.731,0.408,0.736,Surprise,False
0.528,0.147,0.838,Surprise,False
0.354,0.941,0.639,Surprise,False
0.801,0.029,0.765,Surprise,False
0.155,0.781,0.528,Surprise,False
0.916,0.939,0.76,Surprise,False
0.161,0.854,0.491,Surprise,False
0.893,0.408,0.041,Fear,False
0.697,0.28,0.491,Sadness,False
0.099,0.034,0.143,Fear,False
0.798,0.17,0.735,Surprise,False
0.74,0.049,0.001,Fear,False
0.338,0.242,0.823,Fear,True
0.701,0.736,0.43,Surprise,False
0.511,0.063,0.931,Surprise,False
0.806,0.327,0.71,Surprise,False
0.406,0.165,0.626,Surprise,False
0.212,0.119,0.733,Surprise,False
0.766,0.573,0.259,Surprise,False
0.908,0.437,0.431,Surprise,False
0.962,0.461,0.074,Fear,False
0.267,0.788,0.122,Fear,False
0.822,0.832,0.008,Fear,False
0.167,0.172,0.852,Surprise,False
0.509,0.518,0.652,Surprise,False
0.301,0.61,0.636,Disgust,False
0.793,0.335,0.378,Surprise,False
0.23,0.176,0.577,Surprise,False
0.434,0.62,0.498,Happiness,True
0.734,0.55,0.396,Surprise,False
0.905,0.211,0.554,Surprise,False
0.769,0.007,0.182,Fear,False
0.221,0.465,0.872,Surprise,False
0.196,0.829,0.508,Surprise,False
0.428,0.978,0.193,Fear,False
0.388,0.184,0.891,Surprise,False
0.307,0.695,0.303,Disgust,False
0.977,0.586,0.018,Fear,False
0.652,0.357,0.826,Happiness,True
0.025,0.848,0.696,Anger,False
0.546,0.93,0.096,Fear,False
0.097,0.907,0.401,Surprise,False
0.529,0.099,0.516,Surprise,False
0.902,0.994,0.621,Surprise,False
0.733,0.686,0.522,Surprise,False
0.774,0.556,0.865,Surprise,False
0.578,0.993,0.816,Surprise,False
0.469,0.838,0.785,Surprise,False
0.628,0.211,0.502,Sadness,False
0.523,0.214,0.827,Surprise,False
0.715,0.911,0.223,Surprise,False
0.936,0.918,0.948,Surprise,False
0.208,0.888,0.191,Fear,False
0.437,0.585,0.695,Surprise,False
0.239,0.571,0.419,Disgust,False
0.951,0.063,0.524,Happiness,True
0.402,0.488,0.243,Surprise,False
0.934,0.683,0.943,Surprise,False
0.654,0.484,0.293,Sadness,False
0.491,0.043,0.269,Surprise,False
0.353,0.829,0.903,Surprise,False
0.88,0.956,0.589,Surprise,False
0.847,0.972,0.154,Fear,False
0.228,0.964,0.814,Surprise,False
0.219,0.021,0.029,Fear,False
0.078,0.722,0.826,Surprise,False
0.124,0.969,0.333,Surprise,False
0.107,0.682,0.378,Surprise,False
0.569,0.48,0.848,Surprise,False
0.845,0.304,0.063,Fear,False
0.027,0.722,0.019,Fear,False
0.736,0.389,0.301,Surprise,False
0.154,0.608,0.618,Surprise,False
0.409,0.102,0.389,Fear,True
0.721,0.388,0.054,Sadness,True
0.695,0.345,0.533,Sadness,False
0.588,0.274,0.709,Surprise,False
0.934,0.762,0.779,Surprise,False
0.341,0.709,0.15,Fear,False
0.474,0.809,0.307,Surprise,False
0.892,0.192,0.687,Surprise,False
0.558,0.024,0.391,Sadness,False
0.567,0.943,0.724,Surprise,False
0.467,0.059,0.682,Surprise,False
0.421,0.936,0.016,Fear,False
0.288,0.844,0.567,Happiness,True
0.099,0.438,0.063,Fear,False
0.323,0.244,0.192,Fear,False
0.905,0.244,0.242,Fear,True
0.664,0.376,0.357,Sadness,False
0.697,0.69,0.036,Fear,False
0.026,0.671,0.142,Fear,False
0.706,0.229,0.478,Sadness,False
0.201,0.467,0.507,Disgust,False
0.077,0.955,0.821,Surprise,False
0.941,0.437,0.727,Surprise,False
0.624,0.519,0.287,Surprise,False
0.158,0.834,0.716,Anger,True
0.268,0.66,0.156,Fear,False
0.171,0.081,0.595,Surprise,False
0.723,0.049,0.724,Surprise,False
0.164,0.599,0.032,Fear,False
0.959,0.261,0.11,Fear,False
0.71,0.692,0.791,Surprise,False
0.313,0.713,0.164,Fear,False
0.117,0.041,0.962,Surprise,False
0.119,0.724,0.209,Surprise,False
0.207,0.778,0.45,Surprise,False
0.988,0.811,0.516,Surprise,False
0.64,0.98,0.681,Surprise,False
0.434,0.457,0.975,Surprise,False
0.108,0.229,0.105,Disgust,True
0.843,0.17,0.791,Surprise,False
0.838,0.225,0.221,Surprise,False
0.465,0.777,0.158,Fear,False
0.182,0.093,0.289,Surprise,False
0.934,0.885,0.646,Surprise,False
0.065,0.43,0.008,Fear,False
0.663,0.948,0.296,Fear,True
0.429,0.364,0.086,Fear,False
0.094,0.203,0.295,Surprise,False
0.799,0.929,0.672,Surprise,False
0.987,0.137,0.903,Surprise,False
0.519,0.31,0.574,Surprise,False
0.138,0.459,0.939,Surprise,False
0.231,0.133,0.112,Fear,False
0.68,0.085,0.965,Surprise,False
0.497,0.51,0.397,Surprise,False
0.371,0.847,0.133,Fear,False
0.826,0.618,0.795,Surprise,False
0.48,0.462,0.882,Surprise,False
0.201,0.472,0.873,Surprise,False
